death_date,region,Age,Gender
12/29/2014,West Bank,16,M
12/24/2014,Gaza Strip,34,M
12/16/2014,West Bank,21,M
11/23/2014,Gaza Strip,32,M
11/18/2014,Israel,28,M
11/18/2014,Israel,21,M
11/11/2014,West Bank,19,M
11/5/2014,Israel,38,M
10/30/2014,West Bank,32,M
10/24/2014,West Bank,14,M
10/22/2014,West Bank,21,M
10/16/2014,West Bank,12,M
9/23/2014,West Bank,32,M
9/23/2014,West Bank,29,M
9/10/2014,West Bank,22,M
9/4/2014,West Bank,15,M
8/27/2014,Gaza Strip,44,M
8/26/2014,Gaza Strip,24,M
8/26/2014,Gaza Strip,49,M
8/26/2014,Gaza Strip,13,M
8/26/2014,Gaza Strip,16,M
8/26/2014,Gaza Strip,25,M
8/26/2014,Gaza Strip,23,M
8/26/2014,Gaza Strip,26,M
8/26/2014,Gaza Strip,18,M
8/26/2014,Gaza Strip,21,M
8/26/2014,Gaza Strip,23,M
8/26/2014,Gaza Strip,28,M
8/26/2014,Gaza Strip,24,M
8/25/2014,Gaza Strip,22,M
8/25/2014,Gaza Strip,28,M
8/25/2014,Gaza Strip,35,M
8/25/2014,Gaza Strip,22,M
8/25/2014,Gaza Strip,25,M
8/25/2014,Gaza Strip,21,M
9/1/2014,Gaza Strip,59,M
8/25/2014,Gaza Strip,48,F
8/25/2014,Gaza Strip,36,M
8/25/2014,Gaza Strip,13,F
8/25/2014,Gaza Strip,15,M
9/28/2014,Gaza Strip,27,M
8/24/2014,Gaza Strip,16,M
8/24/2014,Gaza Strip,18,M
8/24/2014,Gaza Strip,16,M
8/24/2014,Gaza Strip,1,F
8/24/2014,Gaza Strip,30,M
8/24/2014,Gaza Strip,26,M
8/24/2014,Gaza Strip,25,M
8/24/2014,Gaza Strip,23,M
8/24/2014,Gaza Strip,30,M
8/24/2014,Gaza Strip,21,M
8/24/2014,Gaza Strip,14,F
8/24/2014,Gaza Strip,43,F
8/24/2014,Gaza Strip,6,M
8/24/2014,Gaza Strip,7,M
8/24/2014,Gaza Strip,12,F
8/25/2014,Gaza Strip,24,M
8/23/2014,Gaza Strip,28,M
8/23/2014,Gaza Strip,64,M
8/23/2014,Gaza Strip,38,F
8/23/2014,Gaza Strip,7,M
8/23/2014,Gaza Strip,43,F
8/22/2014,Gaza Strip,23,M
8/22/2014,Gaza Strip,58,M
8/25/2014,West Bank,16,M
8/22/2014,Gaza Strip,30,M
8/22/2014,Gaza Strip,23,M
8/22/2014,Gaza Strip,22,M
8/22/2014,Gaza Strip,69,M
8/22/2014,Gaza Strip,43,M
8/23/2014,Gaza Strip,49,F
8/23/2014,Gaza Strip,1,M
8/23/2014,Gaza Strip,28,M
8/23/2014,Gaza Strip,27,F
8/23/2014,Gaza Strip,3,M
8/21/2014,Gaza Strip,20,M
8/21/2014,Gaza Strip,17,M
8/21/2014,Gaza Strip,43,M
8/21/2014,Gaza Strip,24,M
8/21/2014,Gaza Strip,20,M
8/23/2014,Gaza Strip,25,M
8/21/2014,Gaza Strip,44,M
11/3/2018,Gaza Strip,13,M
8/21/2014,Gaza Strip,9,M
9/1/2014,Gaza Strip,9,M
8/21/2014,Gaza Strip,3,M
8/21/2014,Gaza Strip,7,F
8/21/2014,Gaza Strip,28,M
8/27/2014,Gaza Strip,5,M
8/21/2014,Gaza Strip,37,M
8/21/2014,Gaza Strip,35,M
8/21/2014,Gaza Strip,13,M
8/21/2014,Gaza Strip,24,M
8/21/2014,Gaza Strip,22,M
8/21/2014,Gaza Strip,26,M
8/21/2014,Gaza Strip,41,M
8/21/2014,Gaza Strip,26,M
8/21/2014,Gaza Strip,30,M
8/21/2014,Gaza Strip,45,M
8/21/2014,Gaza Strip,26,M
8/21/2014,Gaza Strip,13,M
8/21/2014,Gaza Strip,15,M
8/21/2014,Gaza Strip,4,F
8/21/2014,Gaza Strip,79,M
8/21/2014,Gaza Strip,53,F
9/10/2014,Gaza Strip,72,M
8/21/2014,Gaza Strip,10,M
8/21/2014,Gaza Strip,17,M
8/21/2014,Gaza Strip,41,F
8/21/2014,Gaza Strip,63,F
8/21/2014,Gaza Strip,45,M
8/21/2014,Gaza Strip,40,M
8/21/2014,Gaza Strip,40,M
8/20/2014,Gaza Strip,29,M
8/20/2014,Gaza Strip,48,M
8/20/2014,Gaza Strip,55,M
8/20/2014,Gaza Strip,40,M
8/20/2014,Gaza Strip,3,F
8/20/2014,Gaza Strip,23,M
8/20/2014,Gaza Strip,11,M
8/20/2014,Gaza Strip,15,M
8/20/2014,Gaza Strip,29,F
8/20/2014,Gaza Strip,21,M
8/20/2014,Gaza Strip,0,M
8/20/2014,Gaza Strip,9,M
8/20/2014,Gaza Strip,8,M
8/20/2014,Gaza Strip,21,M
8/21/2014,Gaza Strip,17,F
8/20/2014,Gaza Strip,31,M
8/20/2014,Gaza Strip,6,F
8/19/2014,Gaza Strip,27,F
8/19/2014,Gaza Strip,2,F
8/19/2014,Gaza Strip,0,M
8/19/2014,Gaza Strip,13,M
8/19/2014,Gaza Strip,48,F
8/19/2014,Gaza Strip,19,M
8/14/2014,Gaza Strip,64,M
8/13/2014,Gaza Strip,35,M
8/11/2014,West Bank,22,M
9/14/2014,Gaza Strip,21,M
8/19/2014,Gaza Strip,29,M
8/10/2014,Gaza Strip,20,M
8/10/2014,Gaza Strip,23,M
8/10/2014,West Bank,10,M
8/10/2014,Gaza Strip,45,M
8/20/2014,Gaza Strip,24,M
8/20/2014,Gaza Strip,28,M
8/10/2014,Gaza Strip,36,M
8/10/2014,Gaza Strip,35,M
8/10/2014,Gaza Strip,43,M
8/10/2014,Gaza Strip,33,F
8/10/2014,Gaza Strip,14,M
8/9/2014,Gaza Strip,27,M
8/9/2014,Gaza Strip,26,M
8/9/2014,Gaza Strip,56,M
8/9/2014,Gaza Strip,19,M
8/9/2014,Gaza Strip,32,M
8/9/2014,Gaza Strip,12,F
8/9/2014,Gaza Strip,37,M
8/9/2014,Gaza Strip,24,M
8/9/2014,Gaza Strip,44,M
8/9/2014,Gaza Strip,22,M
9/11/2014,Gaza Strip,24,M
12/6/2017,Gaza Strip,9,M
8/8/2014,Gaza Strip,19,M
8/8/2014,Gaza Strip,8,M
8/8/2014,Gaza Strip,15,M
8/9/2014,West Bank,42,M
8/8/2014,West Bank,18,M
8/8/2014,Gaza Strip,10,M
8/8/2014,Gaza Strip,21,M
8/7/2014,Gaza Strip,23,M
8/6/2014,Gaza Strip,22,M
8/6/2015,Gaza Strip,33,M
8/6/2014,Gaza Strip,22,M
8/5/2014,Gaza Strip,23,M
8/5/2014,Gaza Strip,19,M
8/5/2014,Gaza Strip,32,M
8/5/2014,Gaza Strip,21,M
8/5/2014,Gaza Strip,25,M
8/4/2014,Gaza Strip,0,F
8/4/2014,Gaza Strip,37,F
8/4/2014,Gaza Strip,7,F
8/4/2014,Gaza Strip,33,M
8/4/2014,Gaza Strip,30,M
8/4/2014,Gaza Strip,3,M
8/4/2014,Israel,19,M
8/4/2014,Gaza Strip,26,F
8/4/2014,Gaza Strip,52,F
8/4/2014,Gaza Strip,25,M
8/4/2014,Gaza Strip,25,M
8/4/2014,Gaza Strip,25,M
8/4/2014,Gaza Strip,24,M
8/4/2014,Gaza Strip,24,M
8/4/2014,Gaza Strip,29,M
8/4/2014,Gaza Strip,19,M
8/4/2014,Gaza Strip,23,M
8/4/2014,Gaza Strip,22,M
8/4/2014,Gaza Strip,19,M
8/4/2014,Gaza Strip,22,M
8/4/2014,Gaza Strip,20,M
8/4/2014,Gaza Strip,23,M
8/4/2014,Gaza Strip,53,M
8/4/2014,Gaza Strip,28,M
8/4/2014,Gaza Strip,22,M
8/4/2014,Gaza Strip,19,M
8/4/2014,Gaza Strip,27,M
8/4/2014,Gaza Strip,2,F
8/4/2014,Gaza Strip,0,F
8/4/2014,Gaza Strip,13,M
8/4/2014,Gaza Strip,5,F
8/4/2014,Gaza Strip,50,M
8/4/2014,Gaza Strip,18,M
8/4/2014,Gaza Strip,24,M
8/4/2014,Gaza Strip,22,M
8/4/2014,Gaza Strip,65,M
9/4/2014,Gaza Strip,21,F
8/3/2014,Gaza Strip,15,F
8/3/2014,Gaza Strip,21,F
8/3/2014,Gaza Strip,29,F
8/3/2014,Gaza Strip,54,F
8/3/2014,Gaza Strip,4,F
8/3/2014,Gaza Strip,63,M
8/3/2014,Gaza Strip,23,M
8/3/2014,Gaza Strip,26,M
8/3/2014,Gaza Strip,9,M
8/3/2014,Gaza Strip,25,M
8/3/2014,Gaza Strip,48,F
2/7/2015,Gaza Strip,30,M
8/7/2014,Gaza Strip,25,F
8/8/2014,Gaza Strip,12,M
10/4/2014,Gaza Strip,50,M
8/3/2014,Gaza Strip,16,M
8/3/2014,Gaza Strip,15,M
8/3/2014,Gaza Strip,14,M
8/3/2014,Gaza Strip,7,M
8/3/2014,Gaza Strip,5,M
8/3/2014,Gaza Strip,3,F
8/3/2014,Gaza Strip,25,M
8/3/2014,Gaza Strip,24,M
8/3/2014,Gaza Strip,54,M
8/3/2014,Gaza Strip,92,M
8/3/2014,Gaza Strip,26,M
8/3/2014,Gaza Strip,17,M
8/3/2014,Gaza Strip,20,M
8/3/2014,Gaza Strip,29,F
8/3/2014,Gaza Strip,3,F
8/3/2014,Gaza Strip,14,F
8/3/2014,Gaza Strip,41,M
8/3/2014,Gaza Strip,26,M
8/3/2014,Gaza Strip,13,M
8/3/2014,Gaza Strip,5,F
8/3/2014,Gaza Strip,0,M
8/3/2014,Gaza Strip,22,F
8/3/2014,Gaza Strip,28,F
8/3/2014,Gaza Strip,64,F
8/3/2014,Gaza Strip,63,M
8/3/2014,Gaza Strip,33,M
8/3/2014,Gaza Strip,5,M
8/3/2014,Gaza Strip,41,M
8/3/2014,Gaza Strip,15,M
8/3/2014,Gaza Strip,9,M
8/8/2014,Gaza Strip,23,M
8/3/2014,Gaza Strip,25,M
8/3/2014,Gaza Strip,25,M
8/3/2014,Gaza Strip,23,M
8/3/2014,Gaza Strip,22,M
8/3/2014,Gaza Strip,23,M
8/3/2014,Gaza Strip,22,M
8/3/2014,Gaza Strip,20,M
8/3/2014,Gaza Strip,23,M
8/3/2014,Gaza Strip,18,M
8/3/2014,Gaza Strip,61,M
8/3/2014,Gaza Strip,34,M
8/3/2014,Gaza Strip,29,M
8/3/2014,Gaza Strip,16,M
8/3/2014,Gaza Strip,43,M
9/11/2014,Gaza Strip,10,M
8/3/2014,Gaza Strip,42,M
8/3/2014,Gaza Strip,39,F
8/3/2014,Gaza Strip,22,M
8/3/2014,Gaza Strip,24,M
8/3/2014,Gaza Strip,1,F
8/3/2014,Gaza Strip,2,M
8/3/2014,Gaza Strip,22,F
8/3/2014,Gaza Strip,20,M
8/3/2014,Gaza Strip,22,M
8/3/2014,Gaza Strip,42,M
8/3/2014,Gaza Strip,23,M
8/3/2014,Gaza Strip,21,M
8/3/2014,Gaza Strip,22,M
8/3/2014,Gaza Strip,30,M
8/3/2014,Gaza Strip,36,M
8/3/2014,Gaza Strip,42,M
8/3/2014,Gaza Strip,33,M
8/3/2014,Gaza Strip,11,M
8/3/2014,Gaza Strip,30,M
8/3/2014,Gaza Strip,73,F
8/3/2014,Gaza Strip,19,M
8/3/2014,Gaza Strip,27,M
8/3/2014,Gaza Strip,26,M
8/3/2014,Gaza Strip,27,M
8/3/2014,Gaza Strip,33,F
8/3/2014,Gaza Strip,17,M
8/3/2014,Gaza Strip,9,M
8/3/2014,Gaza Strip,65,F
8/3/2014,Gaza Strip,51,M
8/3/2014,Gaza Strip,27,F
8/3/2014,Gaza Strip,21,F
8/3/2014,Gaza Strip,3,F
8/3/2014,Gaza Strip,18,M
8/3/2014,Gaza Strip,7,M
8/3/2014,Gaza Strip,13,M
8/3/2014,Gaza Strip,8,F
8/5/2014,Gaza Strip,49,M
8/2/2014,Gaza Strip,36,M
8/2/2014,Gaza Strip,15,M
8/2/2014,Gaza Strip,28,M
8/2/2014,Gaza Strip,50,M
8/2/2014,Gaza Strip,47,M
8/2/2014,Gaza Strip,45,M
8/2/2014,Gaza Strip,0,F
8/2/2014,Gaza Strip,6,M
8/2/2014,Gaza Strip,23,M
8/2/2014,Gaza Strip,10,M
8/2/2014,Gaza Strip,68,M
8/2/2014,Gaza Strip,17,M
8/3/2014,Gaza Strip,23,M
8/2/2014,Gaza Strip,16,M
8/2/2014,Gaza Strip,19,M
8/2/2014,Gaza Strip,21,M
8/2/2014,Gaza Strip,30,M
8/2/2014,Gaza Strip,18,M
8/2/2014,Gaza Strip,18,M
8/2/2014,Gaza Strip,46,M
8/2/2014,Gaza Strip,7,M
8/2/2014,Gaza Strip,9,M
8/2/2014,Gaza Strip,54,M
8/2/2014,Gaza Strip,5,M
8/2/2014,Gaza Strip,46,F
8/2/2014,Gaza Strip,4,F
8/2/2014,Gaza Strip,12,F
8/2/2014,Gaza Strip,14,F
8/3/2014,Gaza Strip,24,M
8/2/2014,Gaza Strip,19,M
8/2/2014,Gaza Strip,21,M
8/2/2014,Gaza Strip,42,M
8/2/2014,Gaza Strip,24,M
8/2/2014,Gaza Strip,38,M
8/2/2014,Gaza Strip,17,M
8/2/2014,Gaza Strip,9,M
8/2/2014,Gaza Strip,12,M
8/2/2014,Gaza Strip,40,F
8/2/2014,Gaza Strip,0,M
8/2/2014,Gaza Strip,23,M
8/2/2014,Gaza Strip,19,M
8/2/2014,Gaza Strip,17,M
8/2/2014,Gaza Strip,35,M
8/2/2014,Gaza Strip,33,M
8/2/2014,Gaza Strip,25,M
8/2/2014,Gaza Strip,58,M
8/24/2014,Gaza Strip,25,M
8/2/2014,Gaza Strip,19,M
8/2/2014,Gaza Strip,34,M
8/2/2014,Gaza Strip,17,M
8/2/2014,Gaza Strip,30,M
8/2/2014,Gaza Strip,17,M
8/2/2014,Gaza Strip,23,M
8/2/2014,Gaza Strip,28,M
8/2/2014,Gaza Strip,26,F
8/2/2014,Gaza Strip,23,F
8/2/2014,Gaza Strip,48,M
8/2/2014,Gaza Strip,9,M
8/2/2014,Gaza Strip,12,M
8/2/2014,Gaza Strip,0,M
8/2/2014,Gaza Strip,40,F
8/2/2014,Gaza Strip,28,M
8/2/2014,Gaza Strip,56,M
8/2/2014,Gaza Strip,17,M
8/2/2014,Gaza Strip,24,M
8/2/2014,Gaza Strip,5,F
8/2/2014,Gaza Strip,13,M
8/2/2014,Gaza Strip,19,M
8/2/2014,Gaza Strip,51,M
8/11/2014,Gaza Strip,22,M
8/4/2014,Gaza Strip,30,M
8/2/2014,Gaza Strip,54,M
8/2/2014,Gaza Strip,45,M
8/2/2014,Gaza Strip,57,M
8/2/2014,Gaza Strip,15,M
8/2/2014,Gaza Strip,2,M
8/2/2014,Gaza Strip,47,M
8/2/2014,Gaza Strip,13,M
8/2/2014,Gaza Strip,33,M
8/2/2014,Gaza Strip,35,F
8/2/2014,Gaza Strip,9,F
8/2/2014,Gaza Strip,9,M
8/2/2014,Gaza Strip,2,M
8/2/2014,Gaza Strip,29,F
8/2/2014,Gaza Strip,87,F
8/2/2014,Gaza Strip,3,F
8/2/2014,Gaza Strip,42,F
8/2/2014,Gaza Strip,10,F
8/2/2014,Gaza Strip,33,F
8/2/2014,Gaza Strip,3,F
8/1/2014,West Bank,20,M
8/1/2014,Gaza Strip,32,M
8/1/2014,Gaza Strip,31,F
8/1/2014,Gaza Strip,3,F
8/1/2014,Gaza Strip,1,F
8/1/2014,Gaza Strip,1,M
8/8/2014,Gaza Strip,53,M
8/1/2014,Gaza Strip,12,M
8/1/2014,Gaza Strip,77,F
8/5/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,47,M
8/4/2014,Gaza Strip,48,F
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,30,M
8/1/2014,Gaza Strip,10,F
8/1/2014,Gaza Strip,23,F
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,28,M
8/1/2014,Gaza Strip,59,M
8/1/2014,Gaza Strip,34,M
8/1/2014,Gaza Strip,30,F
8/1/2014,Gaza Strip,8,M
8/1/2014,Gaza Strip,4,F
8/1/2014,Gaza Strip,15,F
8/1/2014,Gaza Strip,12,M
8/1/2014,Gaza Strip,8,F
8/4/2014,Gaza Strip,10,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,14,F
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,7,F
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,39,M
8/1/2014,Gaza Strip,4,M
8/3/2014,Gaza Strip,21,M
8/12/2014,Gaza Strip,36,M
9/6/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,42,M
8/1/2014,Gaza Strip,33,M
8/1/2014,Gaza Strip,57,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,4,F
8/1/2014,Gaza Strip,23,F
8/1/2014,Gaza Strip,28,M
8/1/2014,Gaza Strip,2,M
8/1/2014,Gaza Strip,1,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,27,M
8/1/2014,Gaza Strip,10,M
8/1/2014,Gaza Strip,6,M
8/1/2014,Gaza Strip,13,M
8/1/2014,Gaza Strip,38,F
8/1/2014,Gaza Strip,66,M
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,32,M
8/1/2014,Gaza Strip,2,M
8/1/2014,Gaza Strip,5,M
8/1/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,54,F
8/1/2014,Gaza Strip,46,M
8/1/2014,Gaza Strip,56,M
8/1/2014,Gaza Strip,44,F
8/1/2014,Gaza Strip,66,M
8/1/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,21,F
8/1/2014,Gaza Strip,15,M
8/1/2014,Gaza Strip,16,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,29,M
8/1/2014,Gaza Strip,17,M
8/1/2014,Gaza Strip,36,M
8/1/2014,Gaza Strip,33,M
8/1/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,30,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,63,M
8/5/2014,Gaza Strip,37,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,26,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,26,M
8/1/2014,Gaza Strip,19,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,19,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,43,F
8/1/2014,Gaza Strip,40,M
8/1/2014,Gaza Strip,40,F
8/1/2014,Gaza Strip,47,M
8/2/2014,Gaza Strip,28,M
8/2/2014,Gaza Strip,17,M
8/1/2014,Gaza Strip,55,M
8/1/2014,Gaza Strip,3,F
8/1/2014,Gaza Strip,30,M
8/1/2014,Gaza Strip,46,F
8/1/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,19,M
8/1/2014,Gaza Strip,31,M
8/1/2014,Gaza Strip,26,M
8/1/2014,Gaza Strip,33,M
8/1/2014,Gaza Strip,15,M
8/1/2014,Gaza Strip,30,M
8/1/2014,Gaza Strip,54,M
8/1/2014,Gaza Strip,0,M
8/1/2014,Gaza Strip,30,F
8/2/2014,Gaza Strip,49,F
8/2/2014,Gaza Strip,13,M
8/2/2014,Gaza Strip,24,F
8/2/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,36,F
8/1/2014,Gaza Strip,16,F
8/1/2014,Gaza Strip,4,F
8/1/2014,Gaza Strip,30,F
8/1/2014,Gaza Strip,18,F
8/1/2014,Gaza Strip,9,F
8/1/2014,Gaza Strip,0,M
8/1/2014,Gaza Strip,7,F
8/1/2014,Gaza Strip,40,M
8/1/2014,Gaza Strip,32,M
8/1/2014,Gaza Strip,25,M
8/1/2014,West Bank,19,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,29,M
8/1/2014,Gaza Strip,42,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,49,M
8/1/2014,Gaza Strip,22,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,26,M
8/1/2014,Gaza Strip,40,M
8/1/2014,Gaza Strip,63,M
8/1/2014,Gaza Strip,26,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,75,M
8/1/2014,Gaza Strip,17,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,22,M
8/1/2014,Gaza Strip,30,M
8/16/2014,Gaza Strip,51,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,40,F
8/1/2014,Gaza Strip,73,F
8/1/2014,Gaza Strip,24,F
8/1/2014,Gaza Strip,0,F
8/1/2014,Gaza Strip,73,F
8/1/2014,Gaza Strip,61,M
8/1/2014,Gaza Strip,26,F
8/1/2014,Gaza Strip,26,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,22,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,94,M
8/1/2014,Gaza Strip,62,M
8/1/2014,Gaza Strip,27,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,29,M
8/1/2014,Gaza Strip,22,M
8/1/2014,Gaza Strip,20,M
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,21,M
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,39,M
8/1/2014,Gaza Strip,25,M
8/1/2014,Gaza Strip,32,M
8/1/2014,Gaza Strip,24,M
8/1/2014,Gaza Strip,16,M
8/1/2014,Gaza Strip,17,F
8/1/2014,Gaza Strip,62,M
8/1/2014,Gaza Strip,19,F
8/1/2014,Gaza Strip,17,M
8/1/2014,Gaza Strip,19,M
8/1/2014,Gaza Strip,24,M
8/5/2014,Gaza Strip,11,M
8/1/2014,Gaza Strip,0,M
8/1/2014,Gaza Strip,66,F
8/1/2014,Gaza Strip,15,M
8/1/2014,Gaza Strip,15,M
8/1/2014,Gaza Strip,8,F
8/1/2014,Gaza Strip,38,F
8/1/2014,Gaza Strip,12,M
8/1/2014,Gaza Strip,5,M
8/1/2014,Gaza Strip,2,M
8/1/2014,Gaza Strip,8,M
8/1/2014,Gaza Strip,10,F
8/1/2014,Gaza Strip,39,F
8/1/2014,Gaza Strip,13,M
8/1/2014,Gaza Strip,15,M
8/1/2014,Gaza Strip,41,F
8/1/2014,Gaza Strip,51,M
7/31/2014,Gaza Strip,51,M
8/4/2014,Gaza Strip,24,F
7/31/2014,Gaza Strip,7,M
7/31/2014,Gaza Strip,33,F
7/31/2014,Gaza Strip,32,M
7/31/2014,Gaza Strip,15,M
7/31/2014,Gaza Strip,21,M
7/31/2014,Gaza Strip,17,M
7/31/2014,Gaza Strip,34,M
8/7/2014,Gaza Strip,32,M
7/31/2014,Gaza Strip,39,M
7/31/2014,Gaza Strip,21,M
7/31/2014,Gaza Strip,33,M
7/31/2014,Gaza Strip,45,M
7/31/2014,Gaza Strip,28,F
7/31/2014,Gaza Strip,30,M
7/31/2014,Gaza Strip,33,M
7/31/2014,Gaza Strip,21,M
7/31/2014,Gaza Strip,20,M
7/31/2014,Gaza Strip,25,M
7/31/2014,Gaza Strip,68,M
7/31/2014,Gaza Strip,17,M
7/31/2014,Gaza Strip,48,M
7/31/2014,Gaza Strip,22,M
7/31/2014,Gaza Strip,30,M
7/31/2014,Gaza Strip,28,M
7/31/2014,Gaza Strip,21,M
7/31/2014,Gaza Strip,21,M
7/31/2014,Gaza Strip,54,M
7/31/2014,Gaza Strip,22,M
7/31/2014,Gaza Strip,22,F
7/31/2014,Gaza Strip,23,F
7/31/2014,Gaza Strip,6,F
7/31/2014,Gaza Strip,18,F
7/31/2014,Gaza Strip,1,F
7/31/2014,Gaza Strip,21,M
7/31/2014,Gaza Strip,2,F
7/31/2014,Gaza Strip,18,F
7/31/2014,Gaza Strip,15,F
7/31/2014,Gaza Strip,13,F
7/31/2014,Gaza Strip,13,M
7/31/2014,Gaza Strip,23,F
7/31/2014,Gaza Strip,44,F
8/9/2014,Gaza Strip,77,F
7/31/2014,Gaza Strip,48,F
7/31/2014,Gaza Strip,26,F
7/31/2014,Gaza Strip,39,M
7/31/2014,Gaza Strip,45,M
7/31/2014,Gaza Strip,17,M
7/30/2014,Gaza Strip,2,M
7/30/2014,Gaza Strip,4,F
7/30/2014,Gaza Strip,7,M
7/30/2014,Gaza Strip,3,F
7/30/2014,Gaza Strip,33,M
7/30/2014,Gaza Strip,28,M
7/30/2014,Gaza Strip,23,F
7/30/2014,Gaza Strip,27,F
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,35,M
8/5/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,42,M
7/30/2014,Gaza Strip,27,M
7/30/2014,Gaza Strip,53,M
7/30/2014,Gaza Strip,37,M
7/30/2014,Gaza Strip,32,M
7/30/2014,Gaza Strip,38,M
10/10/2014,Gaza Strip,29,M
8/5/2014,Gaza Strip,15,M
7/30/2014,Gaza Strip,20,M
8/6/2014,Gaza Strip,55,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,18,M
7/30/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,18,M
7/31/2014,Gaza Strip,22,M
7/31/2014,Gaza Strip,18,M
7/30/2014,Gaza Strip,25,M
7/30/2014,Gaza Strip,58,M
7/31/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,31,M
7/30/2014,Gaza Strip,25,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,29,M
7/30/2014,Gaza Strip,27,M
7/30/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,32,M
7/30/2014,Gaza Strip,34,F
8/5/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,35,M
7/30/2014,Gaza Strip,78,M
7/30/2014,Gaza Strip,75,F
7/30/2014,Gaza Strip,51,F
7/30/2014,Gaza Strip,13,M
7/30/2014,Gaza Strip,52,F
7/30/2014,Gaza Strip,18,M
7/31/2014,Gaza Strip,18,M
7/30/2014,Gaza Strip,48,M
7/30/2014,Gaza Strip,32,M
7/30/2014,Gaza Strip,27,M
7/30/2014,Gaza Strip,40,M
7/30/2014,Gaza Strip,27,M
7/30/2014,Gaza Strip,36,M
7/30/2014,Gaza Strip,46,M
7/30/2014,Gaza Strip,56,M
7/30/2014,Gaza Strip,33,M
7/30/2014,Gaza Strip,16,M
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,17,F
7/30/2014,Gaza Strip,51,M
7/30/2014,Gaza Strip,21,M
7/30/2014,Gaza Strip,54,M
7/30/2014,Gaza Strip,42,M
7/30/2014,Gaza Strip,18,M
7/30/2014,Gaza Strip,26,M
7/30/2014,Gaza Strip,53,M
12/25/2014,Gaza Strip,15,M
7/30/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,28,M
7/30/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,21,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,20,M
