death_date,region,Age,Gender
5/10/2021,Gaza Strip,23,M
5/10/2021,Gaza Strip,27,M
5/10/2021,Gaza Strip,23,M
5/10/2021,Gaza Strip,26,M
5/10/2021,Gaza Strip,32,M
5/10/2021,Gaza Strip,26,M
5/10/2021,Gaza Strip,38,M
5/10/2021,Gaza Strip,15,M
5/12/2021,Gaza Strip,35,M
5/10/2021,Gaza Strip,26,M
5/10/2021,Gaza Strip,28,M
5/10/2021,Gaza Strip,31,M
5/10/2021,Gaza Strip,23,M
5/10/2021,Gaza Strip,21,M
5/10/2021,Gaza Strip,30,M
5/10/2021,Gaza Strip,26,M
5/10/2021,Gaza Strip,29,M
5/10/2021,Gaza Strip,27,M
5/7/2021,West Bank,20,M
5/7/2021,West Bank,20,M
5/5/2021,West Bank,16,M
5/2/2021,West Bank,60,F
4/6/2021,West Bank,45,M
3/19/2021,West Bank,46,M
1/31/2021,West Bank,35,M
1/26/2021,West Bank,17,M
12/21/2020,West Bank,17,M
12/4/2020,West Bank,15,M
11/25/2020,West Bank,36,M
11/4/2020,West Bank,28,M
10/25/2020,West Bank,16,M
10/5/2020,West Bank,28,M
8/20/2020,West Bank,16,M
8/17/2020,West Bank,30,M
7/9/2020,West Bank,34,M
6/23/2020,West Bank,26,M
5/30/2020,West Bank,31,M
5/29/2020,West Bank,38,M
5/14/2020,West Bank,19,M
5/13/2020,West Bank,17,M
4/22/2020,West Bank,24,M
3/22/2020,West Bank,31,M
4/1/2020,West Bank,22,M
3/11/2020,West Bank,15,M
2/23/2020,Gaza Strip,27,M
2/22/2020,West Bank,33,M
2/7/2020,West Bank,19,M
2/6/2020,West Bank,52,M
2/6/2020,West Bank,25,M
2/6/2020,West Bank,18,M
2/5/2020,West Bank,16,M
1/21/2020,Israel,17,M
1/21/2020,Israel,18,M
1/21/2020,Israel,18,M
12/17/2019,Gaza Strip,38,M
11/30/2019,West Bank,18,M
11/29/2019,Gaza Strip,16,M
11/17/2019,West Bank,24,M
11/14/2019,Gaza Strip,39,F
11/14/2019,Gaza Strip,45,M
11/14/2019,Gaza Strip,33,F
11/14/2019,Gaza Strip,7,M
11/14/2019,Gaza Strip,13,M
11/14/2019,Gaza Strip,12,M
11/14/2019,Gaza Strip,2,M
11/14/2019,Gaza Strip,1,M
11/22/2019,Gaza Strip,40,M
11/13/2019,Gaza Strip,27,M
11/13/2019,Gaza Strip,23,M
11/13/2019,Gaza Strip,23,M
11/13/2019,Gaza Strip,54,M
11/13/2019,Gaza Strip,7,M
11/13/2019,Gaza Strip,28,M
11/13/2019,Gaza Strip,22,M
11/13/2019,Gaza Strip,19,M
11/13/2019,Gaza Strip,17,M
11/13/2019,Gaza Strip,16,M
11/13/2019,Gaza Strip,23,M
11/13/2019,Gaza Strip,23,M
11/13/2019,Gaza Strip,30,M
11/29/2019,Gaza Strip,29,M
11/13/2019,Gaza Strip,26,M
11/13/2019,Gaza Strip,35,M
11/13/2019,Gaza Strip,38,M
11/12/2019,Gaza Strip,28,M
11/12/2019,Gaza Strip,26,M
11/12/2019,Gaza Strip,43,M
11/12/2019,Gaza Strip,23,M
11/12/2019,Gaza Strip,35,M
11/12/2019,Gaza Strip,25,M
11/12/2019,Gaza Strip,41,M
11/12/2019,Gaza Strip,38,F
11/12/2019,Gaza Strip,25,M
11/11/2019,West Bank,22,M
11/2/2019,Gaza Strip,27,M
10/18/2019,West Bank,25,M
1/31/2020,Gaza Strip,14,M
10/4/2019,Gaza Strip,28,M
9/27/2019,Gaza Strip,20,M
9/18/2019,West Bank,50,F
9/6/2019,Gaza Strip,17,M
9/6/2019,Gaza Strip,14,M
8/31/2019,Gaza Strip,22,M
8/17/2019,Gaza Strip,24,M
8/17/2019,Gaza Strip,21,M
8/17/2019,Gaza Strip,26,M
8/16/2019,West Bank,26,M
8/15/2019,West Bank,14,M
8/18/2019,Gaza Strip,26,M
8/10/2019,Gaza Strip,21,M
8/10/2019,Gaza Strip,19,M
8/10/2019,Gaza Strip,29,M
8/10/2019,Gaza Strip,20,M
8/1/2019,Israel,24,M
7/27/2019,Gaza Strip,22,M
7/11/2019,Gaza Strip,27,M
6/27/2019,West Bank,21,M
5/31/2019,West Bank,19,M
5/31/2019,West Bank,15,M
5/10/2019,Gaza Strip,24,M
5/6/2019,Israel,30,M
5/5/2019,Gaza Strip,33,M
5/5/2019,Gaza Strip,25,M
5/5/2019,Gaza Strip,24,M
5/5/2019,Gaza Strip,21,M
5/5/2019,Gaza Strip,36,F
5/5/2019,Gaza Strip,60,M
5/5/2019,Gaza Strip,33,M
5/5/2019,Gaza Strip,50,M
5/5/2019,Gaza Strip,35,M
5/5/2019,Gaza Strip,37,M
5/5/2019,Gaza Strip,26,M
5/5/2019,Gaza Strip,30,M
5/5/2019,Gaza Strip,20,M
5/5/2019,Gaza Strip,28,M
5/5/2019,Gaza Strip,0,F
5/5/2019,Gaza Strip,30,M
5/5/2019,Gaza Strip,29,F
5/5/2019,Gaza Strip,48,M
5/5/2019,Gaza Strip,11,M
5/5/2019,Gaza Strip,46,F
5/5/2019,Gaza Strip,33,M
5/4/2019,Gaza Strip,22,M
5/4/2019,Gaza Strip,24,M
5/3/2019,Gaza Strip,33,M
5/3/2019,Gaza Strip,34,M
5/4/2019,Gaza Strip,30,M
5/3/2019,Gaza Strip,18,M
4/27/2019,West Bank,19,M
4/12/2019,Gaza Strip,15,M
4/14/2019,Israel,15,M
4/2/2019,West Bank,24,M
3/30/2019,Gaza Strip,20,M
3/30/2019,Gaza Strip,19,M
4/2/2019,Gaza Strip,25,M
3/30/2019,Gaza Strip,16,M
3/30/2019,Gaza Strip,17,M
3/27/2019,West Bank,17,M
3/24/2019,Gaza Strip,24,M
3/22/2019,Gaza Strip,29,M
3/22/2019,Gaza Strip,23,M
3/20/2019,West Bank,22,M
3/19/2019,West Bank,20,M
3/19/2019,West Bank,20,M
3/19/2019,West Bank,18,M
3/12/2019,West Bank,23,M
3/12/2019,West Bank,40,M
3/10/2019,West Bank,22,M
3/8/2019,Gaza Strip,22,M
3/6/2019,Gaza Strip,14,M
3/4/2019,West Bank,21,M
3/4/2019,West Bank,19,M
3/11/2019,Gaza Strip,23,M
2/22/2019,Gaza Strip,14,M
3/11/2019,Gaza Strip,22,M
2/12/2019,Gaza Strip,16,M
2/8/2019,Gaza Strip,13,M
2/8/2019,Gaza Strip,17,M
2/4/2019,West Bank,20,M
1/30/2019,West Bank,16,F
2/3/2019,Gaza Strip,29,M
1/25/2019,West Bank,17,M
1/25/2019,Gaza Strip,24,M
1/22/2019,Gaza Strip,24,M
1/21/2019,West Bank,36,M
1/29/2019,Gaza Strip,47,M
1/14/2019,Gaza Strip,13,M
1/11/2019,Gaza Strip,44,F
12/28/2018,Gaza Strip,26,M
12/21/2018,Gaza Strip,28,M
12/21/2018,Gaza Strip,16,M
12/22/2018,Gaza Strip,18,M
12/21/2018,Gaza Strip,40,M
12/20/2018,West Bank,17,M
12/14/2018,West Bank,18,M
12/13/2018,West Bank,26,M
12/13/2018,West Bank,58,M
12/13/2018,West Bank,22,M
12/12/2018,West Bank,28,M
12/11/2018,West Bank,24,M
12/11/2018,Gaza Strip,4,M
12/4/2018,West Bank,22,M
11/26/2018,West Bank,32,M
11/20/2018,West Bank,17,M
11/14/2018,Gaza Strip,23,M
11/13/2018,Israel,21,M
11/13/2018,Gaza Strip,28,M
11/13/2018,Gaza Strip,26,M
11/12/2018,Gaza Strip,23,M
11/13/2018,Gaza Strip,22,M
11/12/2018,Gaza Strip,27,M
11/12/2018,Gaza Strip,22,M
11/11/2018,Gaza Strip,20,M
11/11/2018,Gaza Strip,37,M
11/11/2018,Gaza Strip,23,M
11/11/2018,Gaza Strip,29,M
11/11/2018,Gaza Strip,21,M
11/11/2018,Gaza Strip,24,M
11/11/2018,Gaza Strip,19,M
11/9/2018,Gaza Strip,28,M
11/8/2018,Gaza Strip,20,M
11/4/2018,Gaza Strip,17,M
10/29/2018,Gaza Strip,25,M
10/28/2018,Gaza Strip,13,M
10/28/2018,Gaza Strip,14,M
10/28/2018,Gaza Strip,15,M
11/7/2018,Gaza Strip,21,M
10/27/2018,Gaza Strip,24,M
10/28/2018,Gaza Strip,37,M
10/26/2018,Gaza Strip,21,M
10/26/2018,Gaza Strip,22,M
10/26/2018,Gaza Strip,19,M
10/26/2018,Gaza Strip,27,M
11/10/2018,West Bank,28,M
10/26/2018,West Bank,33,M
10/24/2018,West Bank,22,M
10/23/2018,Gaza Strip,18,M
10/22/2018,West Bank,42,M
1/13/2019,Gaza Strip,33,M
10/17/2018,Gaza Strip,25,M
10/16/2018,Gaza Strip,27,M
10/15/2018,West Bank,20,M
10/12/2018,Gaza Strip,21,M
10/12/2018,Gaza Strip,21,M
10/12/2018,Gaza Strip,18,M
10/12/2018,Gaza Strip,25,M
10/12/2018,Gaza Strip,29,M
10/12/2018,Gaza Strip,17,M
10/12/2018,Gaza Strip,22,M
10/5/2018,Gaza Strip,18,M
10/5/2018,Gaza Strip,13,M
10/5/2018,Gaza Strip,23,M
10/3/2018,Gaza Strip,15,M
9/28/2018,Gaza Strip,18,M
9/28/2018,Gaza Strip,11,M
9/28/2018,Gaza Strip,18,M
9/28/2018,Gaza Strip,32,M
9/28/2018,Gaza Strip,24,M
9/28/2018,Gaza Strip,25,M
9/28/2018,Gaza Strip,14,M
9/24/2018,Gaza Strip,21,M
9/23/2018,Gaza Strip,20,M
9/21/2018,Gaza Strip,19,M
9/19/2018,Gaza Strip,15,M
9/18/2018,West Bank,26,M
9/18/2018,Gaza Strip,23,M
9/18/2018,Gaza Strip,33,M
9/17/2018,Gaza Strip,16,M
9/17/2018,Gaza Strip,19,M
9/14/2018,Gaza Strip,21,M
9/14/2018,Gaza Strip,20,M
9/9/2018,Gaza Strip,29,M
9/7/2018,Gaza Strip,16,M
9/8/2018,Gaza Strip,16,M
9/3/2018,West Bank,36,M
8/20/2018,Gaza Strip,28,M
8/17/2018,Gaza Strip,28,M
8/17/2018,Gaza Strip,27,M
8/11/2018,Gaza Strip,30,M
8/10/2018,Gaza Strip,22,M
8/10/2018,Gaza Strip,54,M
8/9/2018,Gaza Strip,1,F
8/9/2018,Gaza Strip,22,F
8/9/2018,Gaza Strip,34,M
8/7/2018,Gaza Strip,23,M
8/7/2018,Gaza Strip,23,M
9/15/2018,Gaza Strip,16,M
8/4/2018,Gaza Strip,15,M
8/3/2018,Gaza Strip,25,M
7/27/2018,Gaza Strip,43,M
7/28/2018,Gaza Strip,16,M
7/27/2018,Gaza Strip,11,M
7/25/2018,Gaza Strip,28,M
7/25/2018,Gaza Strip,28,M
7/25/2018,Gaza Strip,30,M
7/23/2018,West Bank,14,M
7/20/2018,Gaza Strip,31,M
7/20/2018,Gaza Strip,26,M
7/20/2018,Gaza Strip,26,M
7/20/2018,Gaza Strip,24,M
7/19/2018,Gaza Strip,38,M
7/14/2018,Gaza Strip,14,M
7/14/2018,Gaza Strip,14,M
7/14/2018,Gaza Strip,18,M
9/7/2018,Gaza Strip,19,M
7/13/2018,Gaza Strip,14,M
7/6/2018,Gaza Strip,21,M
7/2/2018,Israel,17,M
6/29/2018,Gaza Strip,11,M
6/29/2018,Gaza Strip,24,M
6/28/2018,Gaza Strip,17,M
6/24/2018,Gaza Strip,27,M
6/18/2018,Gaza Strip,22,M
6/8/2018,Gaza Strip,14,M
6/8/2018,Gaza Strip,28,M
6/8/2018,Gaza Strip,27,M
6/14/2018,Gaza Strip,21,M
7/23/2018,Gaza Strip,26,M
6/8/2018,Gaza Strip,20,M
6/6/2018,West Bank,20,M
6/4/2018,Gaza Strip,29,M
6/2/2018,West Bank,36,M
6/1/2018,Gaza Strip,20,F
6/18/2018,Gaza Strip,14,M
5/28/2018,Gaza Strip,30,M
5/27/2018,Gaza Strip,27,M
5/27/2018,Gaza Strip,22,M
5/27/2018,Gaza Strip,25,M
5/30/2018,Gaza Strip,22,M
5/23/2018,West Bank,15,M
5/15/2018,Gaza Strip,17,M
5/15/2018,Gaza Strip,51,M
5/14/2018,Gaza Strip,38,M
5/14/2018,Gaza Strip,27,M
5/14/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,21,M
5/14/2018,Gaza Strip,18,M
5/24/2018,Gaza Strip,28,M
5/19/2018,Gaza Strip,18,M
5/24/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,13,M
5/14/2018,Gaza Strip,23,M
5/14/2018,Gaza Strip,36,M
5/14/2018,Gaza Strip,14,F
5/14/2018,Gaza Strip,28,M
5/14/2018,Gaza Strip,22,M
5/14/2018,Gaza Strip,16,M
7/4/2018,Gaza Strip,15,M
5/18/2018,Gaza Strip,58,M
7/17/2018,Gaza Strip,22,M
5/14/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,18,M
5/14/2018,Gaza Strip,23,M
5/25/2018,Gaza Strip,24,M
5/26/2018,Gaza Strip,41,M
5/14/2018,Gaza Strip,24,M
5/14/2018,Gaza Strip,34,M
5/14/2018,Gaza Strip,27,M
8/12/2018,Gaza Strip,30,M
5/14/2018,Gaza Strip,38,M
5/14/2018,Gaza Strip,28,M
5/14/2018,Gaza Strip,27,M
5/14/2018,Gaza Strip,26,M
5/14/2018,Gaza Strip,32,M
5/14/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,30,M
5/14/2018,Gaza Strip,29,M
5/14/2018,Gaza Strip,19,M
5/14/2018,Gaza Strip,24,M
5/14/2018,Gaza Strip,23,M
6/20/2018,Gaza Strip,23,M
5/14/2018,Gaza Strip,25,M
5/14/2018,Gaza Strip,29,M
5/14/2018,Gaza Strip,23,M
5/14/2018,Gaza Strip,21,M
5/14/2018,Gaza Strip,21,M
5/14/2018,Gaza Strip,23,M
5/14/2018,Gaza Strip,21,M
5/14/2018,Gaza Strip,24,M
5/14/2018,Gaza Strip,31,M
5/14/2018,Gaza Strip,31,M
5/14/2018,Gaza Strip,28,M
5/14/2018,Gaza Strip,29,M
5/14/2018,Gaza Strip,34,M
5/14/2018,Gaza Strip,30,M
5/14/2018,Gaza Strip,19,M
5/14/2018,Gaza Strip,27,M
5/14/2018,Gaza Strip,30,M
5/14/2018,Gaza Strip,15,M
5/14/2018,Gaza Strip,17,M
5/14/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,26,M
5/14/2018,Gaza Strip,24,M
5/14/2018,Gaza Strip,23,M
5/15/2018,Gaza Strip,31,M
6/2/2018,Gaza Strip,29,M
7/24/2018,Gaza Strip,26,M
5/28/2018,Gaza Strip,27,M
5/19/2018,Gaza Strip,20,M
5/14/2018,Gaza Strip,33,M
5/14/2018,Gaza Strip,16,M
5/14/2018,Gaza Strip,25,M
5/14/2018,Gaza Strip,15,M
5/14/2018,Gaza Strip,27,M
5/12/2018,Gaza Strip,15,M
5/11/2018,Gaza Strip,39,M
5/6/2018,Gaza Strip,22,M
5/6/2018,Gaza Strip,23,M
5/6/2018,Gaza Strip,20,M
4/29/2018,Gaza Strip,22,M
4/29/2018,Gaza Strip,23,M
4/29/2018,Gaza Strip,17,M
4/28/2018,Gaza Strip,15,M
4/27/2018,Gaza Strip,32,M
5/3/2018,Gaza Strip,18,M
4/27/2018,Gaza Strip,20,M
4/20/2018,Gaza Strip,24,M
4/20/2018,Gaza Strip,14,M
4/20/2018,Gaza Strip,24,M
4/20/2018,Gaza Strip,31,M
4/22/2018,Gaza Strip,19,M
4/25/2018,Gaza Strip,24,M
4/13/2018,Gaza Strip,28,M
4/12/2018,Gaza Strip,30,M
4/12/2018,Gaza Strip,28,M
4/6/2018,Gaza Strip,13,M
4/6/2018,Gaza Strip,15,M
4/6/2018,Gaza Strip,32,M
4/7/2018,Gaza Strip,30,M
4/6/2018,Gaza Strip,38,M
4/6/2018,Gaza Strip,20,M
4/6/2018,Gaza Strip,44,M
4/7/2018,Gaza Strip,22,M
4/6/2018,Gaza Strip,37,M
4/5/2018,Gaza Strip,22,M
4/3/2018,Gaza Strip,25,M
4/8/2018,West Bank,45,M
4/23/2018,Gaza Strip,18,M
3/30/2018,Gaza Strip,27,M
3/30/2018,Gaza Strip,24,M
4/5/2018,Gaza Strip,33,M
3/30/2018,Gaza Strip,17,M
3/30/2018,Gaza Strip,25,M
4/2/2018,Gaza Strip,25,M
4/9/2018,Gaza Strip,44,M
3/30/2018,Gaza Strip,29,M
3/30/2018,Gaza Strip,21,M
3/30/2018,Gaza Strip,22,M
3/30/2018,Gaza Strip,26,M
3/30/2018,Gaza Strip,18,M
3/30/2018,Gaza Strip,34,M
3/30/2018,Gaza Strip,34,M
3/30/2018,Gaza Strip,26,M
3/30/2018,Gaza Strip,18,M
4/6/2018,Gaza Strip,30,M
3/30/2018,Gaza Strip,20,M
3/30/2018,Gaza Strip,25,M
3/30/2018,Gaza Strip,24,M
3/30/2018,Gaza Strip,41,M
8/5/2018,Gaza Strip,17,M
3/18/2018,West Bank,28,M
3/10/2018,West Bank,19,M
3/9/2018,West Bank,24,M
3/3/2018,Gaza Strip,58,M
2/25/2018,Gaza Strip,18,M
2/22/2018,West Bank,35,M
2/17/2018,Gaza Strip,16,M
2/17/2018,Gaza Strip,14,M
2/21/2018,Gaza Strip,18,M
2/6/2018,West Bank,22,M
2/6/2018,West Bank,26,M
2/3/2018,West Bank,18,M
1/30/2018,West Bank,16,M
1/17/2018,West Bank,30,M
1/15/2018,West Bank,28,M
1/11/2018,West Bank,17,M
1/11/2018,Gaza Strip,15,M
1/3/2018,West Bank,16,M
12/30/2017,Gaza Strip,20,M
12/22/2017,Gaza Strip,29,M
12/22/2017,Gaza Strip,20,M
12/23/2017,Gaza Strip,28,M
12/15/2017,Gaza Strip,29,M
12/15/2017,West Bank,19,M
12/15/2017,Gaza Strip,23,M
12/15/2017,West Bank,29,M
12/24/2017,Gaza Strip,19,M
12/8/2017,Gaza Strip,26,M
12/8/2017,Gaza Strip,25,M
12/8/2017,Gaza Strip,29,M
10/31/2017,West Bank,26,M
10/30/2017,Israel,25,M
10/30/2017,Israel,25,M
10/30/2017,Israel,21,M
10/30/2017,Israel,23,M
10/30/2017,Israel,22,M
10/30/2017,Gaza Strip,35,M
10/30/2017,Gaza Strip,48,M
10/30/2017,Gaza Strip,27,M
10/30/2017,Gaza Strip,31,M
10/30/2017,Gaza Strip,30,M
10/30/2017,Gaza Strip,30,M
10/30/2017,Gaza Strip,21,M
8/19/2017,West Bank,16,M
9/3/2017,West Bank,21,M
7/28/2017,West Bank,24,M
7/28/2017,Gaza Strip,16,M
7/27/2017,West Bank,28,M
7/21/2017,West Bank,17,M
7/21/2017,West Bank,20,M
7/20/2017,West Bank,26,M
7/18/2017,West Bank,29,M
7/16/2017,West Bank,33,M
7/14/2017,West Bank,18,M
7/12/2017,West Bank,16,M
7/12/2017,West Bank,21,M
7/10/2017,West Bank,23,M
6/28/2017,West Bank,23,M
6/20/2017,West Bank,23,M
6/16/2017,West Bank,18,M
6/16/2017,West Bank,18,M
6/16/2017,West Bank,18,M
6/9/2017,Gaza Strip,19,M
6/6/2017,Gaza Strip,34,M
6/2/2017,West Bank,14,F
5/25/2017,Israel,44,M
5/22/2017,West Bank,15,M
5/15/2017,Gaza Strip,25,M
5/12/2017,West Bank,22,M
5/7/2017,West Bank,16,F
4/19/2017,West Bank,20,M
4/1/2017,West Bank,17,M
3/29/2017,West Bank,49,F
3/23/2017,West Bank,17,M
4/10/2017,West Bank,16,M
3/22/2017,Gaza Strip,15,M
3/17/2017,West Bank,17,M
3/13/2017,West Bank,24,M
3/6/2017,West Bank,33,M
1/29/2017,West Bank,19,M
1/25/2017,West Bank,18,M
1/17/2017,West Bank,44,M
1/16/2017,West Bank,17,M
1/10/2017,West Bank,33,M
12/22/2016,West Bank,19,M
12/18/2016,West Bank,17,M
12/14/2016,West Bank,21,M
12/8/2016,West Bank,18,M
11/25/2016,West Bank,14,M
11/22/2016,West Bank,48,M
11/18/2016,Gaza Strip,25,M
2/10/2017,West Bank,24,M
11/3/2016,West Bank,23,M
10/31/2016,West Bank,25,M
10/30/2016,West Bank,25,M
10/20/2016,West Bank,15,M
10/19/2016,West Bank,19,F
12/23/2016,West Bank,15,M
10/11/2016,West Bank,19,M
10/9/2016,West Bank,39,M
9/30/2016,West Bank,28,M
9/20/2016,West Bank,15,M
9/19/2016,West Bank,20,M
9/19/2016,West Bank,16,M
9/17/2016,West Bank,25,M
9/16/2016,West Bank,17,M
9/16/2016,West Bank,15,M
9/15/2016,West Bank,30,M
9/9/2016,Gaza Strip,15,M
9/5/2016,West Bank,26,M
8/26/2016,West Bank,36,M
8/24/2016,West Bank,26,M
8/16/2016,West Bank,19,M
7/31/2016,West Bank,31,M
7/27/2016,West Bank,29,M
7/19/2016,West Bank,10,M
7/19/2016,West Bank,50,M
7/13/2016,West Bank,22,M
7/1/2016,West Bank,27,F
6/24/2016,West Bank,18,F
6/21/2016,West Bank,15,M
6/6/2016,West Bank,19,M
6/2/2016,West Bank,24,F
5/23/2016,West Bank,18,F
5/5/2016,Gaza Strip,59,F
6/19/2016,West Bank,23,M
5/3/2016,West Bank,36,M
4/27/2016,West Bank,16,M
4/27/2016,West Bank,23,F
4/14/2016,West Bank,53,M
3/24/2016,West Bank,20,M
3/24/2016,West Bank,20,M
3/19/2016,West Bank,16,M
3/18/2016,West Bank,20,M
3/17/2016,West Bank,19,M
3/17/2016,West Bank,19,M
3/14/2016,West Bank,31,M
3/14/2016,West Bank,21,M
3/14/2016,West Bank,17,M
3/12/2016,Gaza Strip,9,M
3/12/2016,Gaza Strip,6,F
3/9/2016,Israel,19,M
3/9/2016,Israel,20,M
3/9/2016,West Bank,16,M
3/8/2016,West Bank,21,M
3/8/2016,West Bank,50,F
3/8/2016,Israel,21,M
3/4/2016,West Bank,33,F
3/2/2016,West Bank,17,M
3/2/2016,West Bank,17,M
3/1/2016,West Bank,21,M
3/15/2016,West Bank,21,M
2/26/2016,West Bank,16,M
2/21/2016,West Bank,16,M
2/19/2016,West Bank,19,M
2/19/2016,West Bank,20,M
2/19/2016,West Bank,21,M
2/14/2016,West Bank,16,M
2/14/2016,West Bank,20,M
2/14/2016,West Bank,19,M
2/14/2016,West Bank,15,M
2/14/2016,West Bank,15,M
2/13/2016,West Bank,18,F
2/10/2016,West Bank,15,M
2/5/2016,West Bank,13,M
2/3/2016,West Bank,19,M
2/3/2016,West Bank,19,M
2/3/2016,West Bank,20,M
2/1/2016,West Bank,17,M
1/31/2016,West Bank,34,M
1/17/2016,West Bank,21,M
1/15/2016,Gaza Strip,18,M
1/15/2016,Gaza Strip,25,M
1/14/2016,West Bank,19,M
1/14/2016,West Bank,34,M
1/13/2016,Gaza Strip,21,M
1/12/2016,West Bank,17,M
1/12/2016,West Bank,22,M
1/12/2016,West Bank,19,M
1/9/2016,West Bank,20,M
1/9/2016,West Bank,34,M
1/7/2016,West Bank,21,M
1/7/2016,West Bank,20,M
1/7/2016,West Bank,17,M
1/7/2016,West Bank,15,M
1/5/2016,West Bank,17,M
12/31/2015,West Bank,21,M
12/27/2015,West Bank,17,M
12/27/2015,West Bank,23,M
12/26/2015,West Bank,26,M
12/26/2015,West Bank,56,M
12/28/2015,Gaza Strip,49,M
12/25/2015,Gaza Strip,23,M
12/25/2015,West Bank,39,F
12/24/2015,West Bank,20,M
12/24/2015,West Bank,25,M
12/24/2015,West Bank,25,M
12/23/2015,West Bank,21,M
12/23/2015,West Bank,20,M
12/18/2015,West Bank,34,M
12/18/2015,Gaza Strip,23,M
12/18/2015,West Bank,21,M
12/17/2015,West Bank,15,M
12/16/2015,West Bank,23,M
12/16/2015,West Bank,33,M
12/11/2015,West Bank,56,M
12/11/2015,West Bank,24,M
12/11/2015,Gaza Strip,40,M
12/8/2015,West Bank,19,M
12/7/2015,West Bank,21,M
12/6/2015,Israel,21,M
12/4/2015,West Bank,19,M
12/4/2015,West Bank,15,M
12/4/2015,West Bank,27,M
12/4/2015,West Bank,21,M
12/3/2015,West Bank,21,M
12/3/2015,West Bank,35,M
12/1/2015,West Bank,20,F
12/1/2015,West Bank,16,M
11/29/2015,West Bank,38,M
11/29/2015,West Bank,17,M
11/27/2015,West Bank,20,M
11/26/2015,West Bank,19,M
11/26/2015,West Bank,18,M
11/26/2015,West Bank,51,M
11/25/2015,West Bank,20,M
11/23/2015,West Bank,16,M
12/16/2015,West Bank,18,F
11/23/2015,Israel,14,F
11/23/2015,West Bank,19,M
11/22/2015,West Bank,34,M
11/22/2015,West Bank,16,F
11/17/2015,West Bank,24,M
11/16/2015,West Bank,30,M
11/16/2015,West Bank,20,M
11/13/2015,West Bank,20,M
11/13/2015,West Bank,21,M
11/12/2015,West Bank,27,M
11/13/2015,West Bank,17,M
11/25/2015,West Bank,16,M
11/10/2015,West Bank,16,M
11/9/2015,West Bank,24,F
11/8/2015,West Bank,22,M
11/6/2015,Gaza Strip,23,M
11/6/2015,West Bank,72,F
11/5/2015,West Bank,25,M
11/4/2015,West Bank,22,M
11/2/2015,West Bank,16,M
11/1/2015,West Bank,29,M
10/31/2015,West Bank,17,M
10/30/2015,West Bank,19,M
10/29/2015,West Bank,19,M
10/29/2015,West Bank,23,M
10/28/2015,West Bank,22,M
10/27/2015,West Bank,21,M
10/27/2015,West Bank,18,M
10/27/2015,West Bank,22,M
10/26/2015,West Bank,22,M
10/26/2015,West Bank,19,M
10/26/2015,West Bank,19,M
10/25/2015,West Bank,17,F
10/24/2015,West Bank,17,M
10/22/2015,Israel,20,M
10/21/2015,West Bank,22,M
10/20/2015,West Bank,18,M
10/20/2015,West Bank,15,M
10/20/2015,West Bank,24,M
10/20/2015,West Bank,24,M
10/20/2015,Gaza Strip,29,M
10/17/2015,West Bank,24,M
10/17/2015,West Bank,16,M
10/17/2015,West Bank,16,M
10/17/2015,West Bank,16,F
10/23/2015,Gaza Strip,20,M
10/16/2015,Gaza Strip,23,M
10/16/2015,Gaza Strip,24,M
10/16/2015,West Bank,19,M
10/16/2015,West Bank,26,M
10/14/2015,West Bank,19,M
10/14/2015,Israel,23,M
10/13/2015,West Bank,28,M
10/13/2015,West Bank,23,M
10/12/2015,Israel,22,M
10/12/2015,West Bank,17,M
10/12/2015,West Bank,14,M
10/24/2015,Gaza Strip,25,M
10/11/2015,Gaza Strip,3,F
10/11/2015,Gaza Strip,25,F
10/10/2015,West Bank,19,M
10/10/2015,Gaza Strip,18,M
10/10/2015,Gaza Strip,10,M
10/10/2015,West Bank,16,M
10/10/2015,West Bank,25,M
10/9/2015,West Bank,18,M
10/9/2015,Gaza Strip,24,M
10/9/2015,Gaza Strip,20,M
10/9/2015,Gaza Strip,18,M
10/9/2015,Gaza Strip,18,M
10/10/2015,Gaza Strip,20,M
10/9/2015,Gaza Strip,23,M
10/9/2015,Gaza Strip,18,M
10/8/2015,Israel,19,M
10/8/2015,West Bank,20,M
10/10/2015,West Bank,27,M
10/7/2015,Israel,19,M
10/5/2015,West Bank,13,M
10/4/2015,Israel,19,M
10/5/2015,West Bank,18,M
10/3/2015,West Bank,19,M
9/22/2015,West Bank,18,F
9/24/2015,West Bank,24,M
8/17/2015,West Bank,25,M
8/15/2015,West Bank,21,M
8/9/2015,West Bank,20,M
7/31/2015,Gaza Strip,16,M
8/1/2015,West Bank,15,M
7/27/2015,West Bank,20,M
7/23/2015,West Bank,53,M
7/22/2015,West Bank,19,M
7/3/2015,West Bank,17,M
6/26/2015,West Bank,22,M
6/10/2015,West Bank,22,M
5/20/2014,West Bank,41,M
4/28/2015,West Bank,19,M
4/25/2015,West Bank,17,M
4/25/2015,West Bank,19,M
4/10/2015,West Bank,28,M
4/8/2015,West Bank,28,M
3/25/2015,West Bank,20,M
3/7/2015,Gaza Strip,31,M
2/24/2015,West Bank,19,M
1/31/2015,West Bank,18,M
1/14/2015,West Bank,18,M
