source,target,value
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,27000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,38000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,38000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,38000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,38000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,38000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,38000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,29000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,29000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,29000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,29000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,30000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,30000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,32000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,32000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,33000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,33000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,33000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,45000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
North Gaza,IDPs at UNRWA Shelters,112000.0
North Gaza,IDPs at Government Shelters,18000.0
Rafah,IDPs at UNRWA Shelters,3000.0
Rafah,IDPs at UNRWA Shelters,10000.0
Rafah,IDPs at UNRWA Shelters,18000.0
Rafah,IDPs at UNRWA Shelters,24000.0
Rafah,IDPs at UNRWA Shelters,32000.0
Rafah,IDPs at UNRWA Shelters,37000.0
Rafah,IDPs at UNRWA Shelters,44000.0
Rafah,IDPs at UNRWA Shelters,49000.0
Rafah,IDPs at UNRWA Shelters,71000.0
Rafah,IDPs at Government Shelters,2000.0
Rafah,IDPs at UNRWA Shelters,101000.0
Rafah,IDPs at Government Shelters,4000.0
Rafah,IDPs at UNRWA Shelters,110000.0
Rafah,IDPs at Government Shelters,4000.0
Rafah,IDPs at UNRWA Shelters,114000.0
Rafah,IDPs at Government Shelters,4000.0
Rafah,IDPs at UNRWA Shelters,119000.0
Rafah,IDPs at Government Shelters,4000.0
Rafah,IDPs at UNRWA Shelters,128000.0
Rafah,IDPs at Government Shelters,4000.0
Rafah,IDPs at UNRWA Shelters,134000.0
Rafah,IDPs at Government Shelters,4000.0
Rafah,IDPs at UNRWA Shelters,141000.0
Rafah,IDPs at Government Shelters,5000.0
Rafah,IDPs at UNRWA Shelters,147000.0
Rafah,IDPs at Government Shelters,5000.0
Rafah,IDPs at UNRWA Shelters,151000.0
Rafah,IDPs at Government Shelters,5000.0
Rafah,IDPs at UNRWA Shelters,155000.0
Rafah,IDPs at Government Shelters,5000.0
Rafah,IDPs at UNRWA Shelters,163000.0
Rafah,IDPs at Government Shelters,5000.0
Rafah,IDPs at UNRWA Shelters,29000.0
Rafah,IDPs at Government Shelters,5000.0
Rafah,IDPs at UNRWA Shelters,167000.0
Rafah,IDPs at Government Shelters,6000.0
Rafah,IDPs at UNRWA Shelters,171000.0
Rafah,IDPs at Government Shelters,6000.0
Rafah,IDPs at UNRWA Shelters,174000.0
Rafah,IDPs at Government Shelters,6000.0
Rafah,IDPs at UNRWA Shelters,176000.0
Rafah,IDPs at Government Shelters,6000.0
Rafah,IDPs at UNRWA Shelters,176000.0
Rafah,IDPs at Government Shelters,6000.0
Rafah,IDPs at UNRWA Shelters,179000.0
Rafah,IDPs at Government Shelters,6000.0
Rafah,IDPs at UNRWA Shelters,180000.0
Rafah,IDPs at Government Shelters,7000.0
Rafah,IDPs at UNRWA Shelters,186000.0
Rafah,IDPs at Government Shelters,7000.0
Rafah,IDPs at UNRWA Shelters,190000.0
Rafah,IDPs at Government Shelters,7000.0
Rafah,IDPs at UNRWA Shelters,193000.0
Rafah,IDPs at Government Shelters,8000.0
Rafah,IDPs at UNRWA Shelters,197000.0
Rafah,IDPs at Government Shelters,8000.0
Rafah,IDPs at UNRWA Shelters,202000.0
Rafah,IDPs at Government Shelters,8000.0
Rafah,IDPs at UNRWA Shelters,206000.0
Rafah,IDPs at Government Shelters,8000.0
Rafah,IDPs at UNRWA Shelters,217000.0
Rafah,IDPs at Government Shelters,13000.0
Rafah,IDPs at UNRWA Shelters,231000.0
Rafah,IDPs at Government Shelters,13000.0
Rafah,IDPs at UNRWA Shelters,237000.0
Rafah,IDPs at Government Shelters,19000.0
Rafah,IDPs at UNRWA Shelters,241000.0
Rafah,IDPs at Government Shelters,19000.0
Rafah,IDPs at UNRWA Shelters,260000.0
Rafah,IDPs at Government Shelters,19000.0
Rafah,IDPs at UNRWA Shelters,273000.0
Rafah,IDPs at Government Shelters,19000.0
Rafah,IDPs at UNRWA Shelters,286000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,300000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,312000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,327000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,341000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,361000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,375000.0
Rafah,IDPs at Government Shelters,20000.0
Rafah,IDPs at UNRWA Shelters,375000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,399000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,405000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,409000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,419000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,420000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,422000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,422000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,424000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,425000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,431000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,441000.0
Rafah,IDPs at Government Shelters,39000.0
Rafah,IDPs at UNRWA Shelters,451000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,475000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,488000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,500000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,515000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,526000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,526000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,545000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,559000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,569000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,605000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,611000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,641000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,658000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,657000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,713000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,744000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,757000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,778000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,794000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,808000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,820000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,841000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,855000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,866000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,883000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,890000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,900000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,913000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,923000.0
Rafah,IDPs at Government Shelters,48000.0
Rafah,IDPs at UNRWA Shelters,930000.0
Rafah,IDPs at Government Shelters,48000.0
